"title","type","text"
"Much Ado about Nothing","Comedy","    Took up a beggar's issue at my gates,"
"Much Ado about Nothing","Comedy","    Who smirched thus and mir'd with infamy,"
"Much Ado about Nothing","Comedy","    I might have said, 'No part of it is mine;"
"Much Ado about Nothing","Comedy","    This shame derives itself from unknown loins'?"
"Much Ado about Nothing","Comedy","    But mine, and mine I lov'd, and mine I prais'd,"
"Much Ado about Nothing","Comedy","    And mine that I was proud on--mine so much"
"Much Ado about Nothing","Comedy","    That I myself was to myself not mine,"
"Much Ado about Nothing","Comedy","    Valuing of her--why, she, O, she is fall'n"
"Much Ado about Nothing","Comedy","    Into a pit of ink, that the wide sea"
"Much Ado about Nothing","Comedy","    Hath drops too few to wash her clean again,"
"Much Ado about Nothing","Comedy","    And salt too little which may season give"
"Much Ado about Nothing","Comedy","    To her foul tainted flesh!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Sir, sir, be patient."
"Much Ado about Nothing","Comedy","    For my part, I am so attir'd in wonder,"
"Much Ado about Nothing","Comedy","    I know not what to say."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. O, on my soul, my cousin is belied!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Lady, were you her bedfellow last night?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. No, truly, not; although, until last night,"
"Much Ado about Nothing","Comedy","    I have this twelvemonth been her bedfellow."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Leon. Confirm'd, confirm'd! O, that is stronger made"
"Much Ado about Nothing","Comedy","    Which was before barr'd up with ribs of iron!"
"Much Ado about Nothing","Comedy","    Would the two princes lie? and Claudio lie,"
"Much Ado about Nothing","Comedy","    Who lov'd her so that, speaking of her foulness,"
"Much Ado about Nothing","Comedy","    Wash'd it with tears? Hence from her! let her die."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Friar. Hear me a little;"
"Much Ado about Nothing","Comedy","    For I have only been silent so long,"
"Much Ado about Nothing","Comedy","    And given way unto this course of fortune,"
"Much Ado about Nothing","Comedy","    By noting of the lady. I have mark'd"
"Much Ado about Nothing","Comedy","    A thousand blushing apparitions"
"Much Ado about Nothing","Comedy","    To start into her face, a thousand innocent shames"
"Much Ado about Nothing","Comedy","    In angel whiteness beat away those blushes,"
"Much Ado about Nothing","Comedy","    And in her eye there hath appear'd a fire"
"Much Ado about Nothing","Comedy","    To burn the errors that these princes hold"
"Much Ado about Nothing","Comedy","    Against her maiden truth. Call me a fool;"
"Much Ado about Nothing","Comedy","    Trust not my reading nor my observation,"
"Much Ado about Nothing","Comedy","    Which with experimental seal doth warrant"
"Much Ado about Nothing","Comedy","    The tenure of my book; trust not my age,"
"Much Ado about Nothing","Comedy","    My reverence, calling, nor divinity,"
"Much Ado about Nothing","Comedy","    If this sweet lady lie not guiltless here"
"Much Ado about Nothing","Comedy","    Under some biting error."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Leon. Friar, it cannot be."
"Much Ado about Nothing","Comedy","    Thou seest that all the grace that she hath left"
"Much Ado about Nothing","Comedy","    Is that she will not add to her damnation"
"Much Ado about Nothing","Comedy","    A sin of perjury: she not denies it."
"Much Ado about Nothing","Comedy","    Why seek'st thou then to cover with excuse"
"Much Ado about Nothing","Comedy","    That which appears in proper nakedness?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Friar. Lady, what man is he you are accus'd of?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Hero. They know that do accuse me; I know none."
"Much Ado about Nothing","Comedy","    If I know more of any man alive"
"Much Ado about Nothing","Comedy","    Than that which maiden modesty doth warrant,"
"Much Ado about Nothing","Comedy","    Let all my sins lack mercy! O my father,"
"Much Ado about Nothing","Comedy","    Prove you that any man with me convers'd"
"Much Ado about Nothing","Comedy","    At hours unmeet, or that I yesternight"
"Much Ado about Nothing","Comedy","    Maintain'd the change of words with any creature,"
"Much Ado about Nothing","Comedy","    Refuse me, hate me, torture me to death!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Friar. There is some strange misprision in the princes."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Two of them have the very bent of honour;"
"Much Ado about Nothing","Comedy","    And if their wisdoms be misled in this,"
"Much Ado about Nothing","Comedy","    The practice of it lives in John the bastard,"
"Much Ado about Nothing","Comedy","    Whose spirits toil in frame of villanies."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Leon. I know not. If they speak but truth of her,"
"Much Ado about Nothing","Comedy","    These hands shall tear her. If they wrong her honour,"
"Much Ado about Nothing","Comedy","    The proudest of them shall well hear of it."
"Much Ado about Nothing","Comedy","    Time hath not yet so dried this blood of mine,"
"Much Ado about Nothing","Comedy","    Nor age so eat up my invention,"
"Much Ado about Nothing","Comedy","    Nor fortune made such havoc of my means,"
"Much Ado about Nothing","Comedy","    Nor my bad life reft me so much of friends,"
"Much Ado about Nothing","Comedy","    But they shall find awak'd in such a kind"
"Much Ado about Nothing","Comedy","    Both strength of limb and policy of mind,"
"Much Ado about Nothing","Comedy","    Ability in means, and choice of friends,"
"Much Ado about Nothing","Comedy","    To quit me of them throughly."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Friar. Pause awhile"
"Much Ado about Nothing","Comedy","    And let my counsel sway you in this case."
"Much Ado about Nothing","Comedy","    Your daughter here the princes left for dead,"
"Much Ado about Nothing","Comedy","    Let her awhile be secretly kept in,"
"Much Ado about Nothing","Comedy","    And publish it that she is dead indeed;"
"Much Ado about Nothing","Comedy","    Maintain a mourning ostentation,"
"Much Ado about Nothing","Comedy","    And on your family's old monument"
"Much Ado about Nothing","Comedy","    Hang mournful epitaphs, and do all rites"
"Much Ado about Nothing","Comedy","    That appertain unto a burial."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Leon. What shall become of this? What will this do?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Friar. Marry, this well carried shall on her behalf"
"Much Ado about Nothing","Comedy","    Change slander to remorse. That is some good."
"Much Ado about Nothing","Comedy","    But not for that dream I on this strange course,"
"Much Ado about Nothing","Comedy","    But on this travail look for greater birth."
"Much Ado about Nothing","Comedy","    She dying, as it must be so maintain'd,"
"Much Ado about Nothing","Comedy","    Upon the instant that she was accus'd,"
"Much Ado about Nothing","Comedy","    Shall be lamented, pitied, and excus'd"
"Much Ado about Nothing","Comedy","    Of every hearer; for it so falls out"
"Much Ado about Nothing","Comedy","    That what we have we prize not to the worth"
"Much Ado about Nothing","Comedy","    Whiles we enjoy it, but being lack'd and lost,"
"Much Ado about Nothing","Comedy","    Why, then we rack the value, then we find"
"Much Ado about Nothing","Comedy","    The virtue that possession would not show us"
"Much Ado about Nothing","Comedy","    Whiles it was ours. So will it fare with Claudio."
"Much Ado about Nothing","Comedy","    When he shall hear she died upon his words,"
"Much Ado about Nothing","Comedy","    Th' idea of her life shall sweetly creep"
"Much Ado about Nothing","Comedy","    Into his study of imagination,"
"Much Ado about Nothing","Comedy","    And every lovely organ of her life"
"Much Ado about Nothing","Comedy","    Shall come apparell'd in more precious habit,"
"Much Ado about Nothing","Comedy","    More moving, delicate, and full of life,"
"Much Ado about Nothing","Comedy","    Into the eye and prospect of his soul"
"Much Ado about Nothing","Comedy","    Than when she liv'd indeed. Then shall he mourn"
"Much Ado about Nothing","Comedy","    (If ever love had interest in his liver)"
"Much Ado about Nothing","Comedy","    And wish he had not so accused her--"
"Much Ado about Nothing","Comedy","    No, though be thought his accusation true."
"Much Ado about Nothing","Comedy","    Let this be so, and doubt not but success"
"Much Ado about Nothing","Comedy","    Will fashion the event in better shape"
"Much Ado about Nothing","Comedy","    Than I can lay it down in likelihood."
"Much Ado about Nothing","Comedy","    But if all aim but this be levell'd false,"
"Much Ado about Nothing","Comedy","    The supposition of the lady's death"
"Much Ado about Nothing","Comedy","    Will quench the wonder of her infamy."
"Much Ado about Nothing","Comedy","    And if it sort not well, you may conceal her,"
"Much Ado about Nothing","Comedy","    As best befits her wounded reputation,"
"Much Ado about Nothing","Comedy","    In some reclusive and religious life,"
"Much Ado about Nothing","Comedy","    Out of all eyes, tongues, minds, and injuries."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Signior Leonato, let the friar advise you;"
"Much Ado about Nothing","Comedy","    And though you know my inwardness and love"
"Much Ado about Nothing","Comedy","    Is very much unto the Prince and Claudio,"
"Much Ado about Nothing","Comedy","    Yet, by mine honour, I will deal in this"
"Much Ado about Nothing","Comedy","    As secretly and justly as your soul"
"Much Ado about Nothing","Comedy","    Should with your body."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Leon. Being that I flow in grief,"
"Much Ado about Nothing","Comedy","    The smallest twine may lead me."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Friar. 'Tis well consented. Presently away;"
"Much Ado about Nothing","Comedy","    For to strange sores strangely they strain the cure."
"Much Ado about Nothing","Comedy","    Come, lady, die to live. This wedding day"
"Much Ado about Nothing","Comedy","    Perhaps is but prolong'd. Have patience and endure."
"Much Ado about Nothing","Comedy","                         Exeunt [all but Benedick and Beatrice]."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Lady Beatrice, have you wept all this while?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Yea, and I will weep a while longer."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. I will not desire that."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. You have no reason. I do it freely."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Surely I do believe your fair cousin is wronged."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Ah, how much might the man deserve of me that would right"
"Much Ado about Nothing","Comedy","     her!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Is there any way to show such friendship?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. A very even way, but no such friend."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. May a man do it?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. It is a man's office, but not yours."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. I do love nothing in the world so well as you. Is not that"
"Much Ado about Nothing","Comedy","    strange?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. As strange as the thing I know not. It were as possible for"
"Much Ado about Nothing","Comedy","    me to say I loved nothing so well as you. But believe me not; and"
"Much Ado about Nothing","Comedy","    yet I lie not. I confess nothing, nor I deny nothing. I am sorry"
"Much Ado about Nothing","Comedy","    for my cousin."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. By my sword, Beatrice, thou lovest me."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Do not swear, and eat it."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. I will swear by it that you love me, and I will make him eat"
"Much Ado about Nothing","Comedy","    it that says I love not you."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Will you not eat your word?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. With no sauce that can be devised to it. I protest I love"
"Much Ado about Nothing","Comedy","    thee."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Why then, God forgive me!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. What offence, sweet Beatrice?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. You have stayed me in a happy hour. I was about to protest I"
"Much Ado about Nothing","Comedy","    loved you."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. And do it with all thy heart."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. I love you with so much of my heart that none is left to"
"Much Ado about Nothing","Comedy","    protest."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Come, bid me do anything for thee."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Kill Claudio."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Ha! not for the wide world!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. You kill me to deny it. Farewell."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Tarry, sweet Beatrice."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. I am gone, though I am here. There is no love in you. Nay, I"
"Much Ado about Nothing","Comedy","    pray you let me go."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Beatrice--"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. In faith, I will go."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. We'll be friends first."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. You dare easier be friends with me than fight with mine"
"Much Ado about Nothing","Comedy","    enemy."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Is Claudio thine enemy?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Is 'a not approved in the height a villain, that hath"
"Much Ado about Nothing","Comedy","    slandered, scorned, dishonoured my kinswoman? O that I were a"
"Much Ado about Nothing","Comedy","    man! What? bear her in hand until they come to take hands, and"
"Much Ado about Nothing","Comedy","    then with public accusation, uncover'd slander, unmitigated"
"Much Ado about Nothing","Comedy","    rancour--O God, that I were a man! I would eat his heart in the"
"Much Ado about Nothing","Comedy","    market place."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Hear me, Beatrice!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Talk with a man out at a window!-a proper saying!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Nay but Beatrice--"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Sweet Hero! she is wrong'd, she is sland'red, she is undone."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Beat--"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Princes and Counties! Surely a princely testimony, a goodly"
"Much Ado about Nothing","Comedy","    count, Count Comfect, a sweet gallant surely! O that I were a man"
"Much Ado about Nothing","Comedy","    for his sake! or that I had any friend would be a man for my"
"Much Ado about Nothing","Comedy","    sake! But manhood is melted into cursies, valour into compliment,"
"Much Ado about Nothing","Comedy","    and men are only turn'd into tongue, and trim ones too. He is now"
"Much Ado about Nothing","Comedy","    as valiant as Hercules that only tells a lie,and swears it. I"
"Much Ado about Nothing","Comedy","    cannot be a man with wishing; therefore I will die a woman with"
"Much Ado about Nothing","Comedy","    grieving."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Tarry, good Beatrice. By this hand, I love thee."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Use it for my love some other way than swearing by it."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Think you in your soul the Count Claudio hath wrong'd Hero?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Beat. Yea, as sure is I have a thought or a soul."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bene. Enough, I am engag'd, I will challenge him. I will kiss your"
"Much Ado about Nothing","Comedy","    hand, and so I leave you. By this hand, Claudio shall render me a"
"Much Ado about Nothing","Comedy","    dear account. As you hear of me, so think of me. Go comfort your"
"Much Ado about Nothing","Comedy","    cousin. I must say she is dead-and so farewell."
"Much Ado about Nothing","Comedy","                                                       [Exeunt.]"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","Scene II."
"Much Ado about Nothing","Comedy","A prison."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","Enter the Constables [Dogberry and Verges] and the Sexton, in gowns,"
"Much Ado about Nothing","Comedy","[and the Watch, with Conrade and] Borachio."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Is our whole dissembly appear'd?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Verg. O, a stool and a cushion for the sexton."
"Much Ado about Nothing","Comedy","  Sex. Which be the malefactors?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Marry, that am I and my partner."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Verg. Nay, that's certain. We have the exhibition to examine."
"Much Ado about Nothing","Comedy","  Sex. But which are the offenders that are to be examined? let them"
"Much Ado about Nothing","Comedy","    come before Master Constable."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Yea, marry, let them come before me. What is your name,"
"Much Ado about Nothing","Comedy","    friend?"
"Much Ado about Nothing","Comedy","  Bor. Borachio."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Pray write down Borachio. Yours, sirrah?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Con. I am a gentleman, sir, and my name is Conrade."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Write down Master Gentleman Conrade. Masters, do you serve"
"Much Ado about Nothing","Comedy","    God?"
"Much Ado about Nothing","Comedy","  Both. Yea, sir, we hope."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Write down that they hope they serve God; and write God first,"
"Much Ado about Nothing","Comedy","    for God defend but God should go before such villains! Masters,"
"Much Ado about Nothing","Comedy","    it is proved already that you are little better than false"
"Much Ado about Nothing","Comedy","    knaves, and it will go near to be thought so shortly. How answer"
"Much Ado about Nothing","Comedy","    you for yourselves?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Con. Marry, sir, we say we are none."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. A marvellous witty fellow, I assure you; but I will go about"
"Much Ado about Nothing","Comedy","    with him. Come you hither, sirrah. A word in your ear. Sir, I say"
"Much Ado about Nothing","Comedy","    to you, it is thought you are false knaves."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bora. Sir, I say to you we are none."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Well, stand aside. Fore God, they are both in a tale."
"Much Ado about Nothing","Comedy","    Have you writ down that they are none?"
"Much Ado about Nothing","Comedy","  Sex. Master Constable, you go not the way to examine. You must call"
"Much Ado about Nothing","Comedy","    forth the watch that are their accusers."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Yea, marry, that's the eftest way. Let the watch come forth."
"Much Ado about Nothing","Comedy","    Masters, I charge you in the Prince's name accuse these men."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  1. Watch. This man said, sir, that Don John the Prince's brother"
"Much Ado about Nothing","Comedy","    was a villain."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Write down Prince John a villain. Why, this is flat perjury,"
"Much Ado about Nothing","Comedy","    to call a prince's brother villain."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Bora. Master Constable--"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Pray thee, fellow, peace. I do not like thy look, I promise"
"Much Ado about Nothing","Comedy","    thee."
"Much Ado about Nothing","Comedy","  Sex. What heard you him say else?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  2. Watch. Marry, that he had received a thousand ducats of Don John"
"Much Ado about Nothing","Comedy","    for accusing the Lady Hero wrongfully."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Flat burglary as ever was committed."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Verg. Yea, by th' mass, that it is."
"Much Ado about Nothing","Comedy","  Sex. What else, fellow?"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  1. Watch. And that Count Claudio did mean, upon his words, to"
"Much Ado about Nothing","Comedy","    disgrace Hero before the whole assembly, and not marry her."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. O villain! thou wilt be condemn'd into everlasting redemption"
"Much Ado about Nothing","Comedy","    for this."
"Much Ado about Nothing","Comedy","  Sex. What else?"
"Much Ado about Nothing","Comedy","  Watchmen. This is all."
"Much Ado about Nothing","Comedy","  Sex. And this is more, masters, than you can deny. Prince John is"
"Much Ado about Nothing","Comedy","    this morning secretly stol'n away. Hero was in this manner"
"Much Ado about Nothing","Comedy","    accus'd, in this manner refus'd, and upon the grief of this"
"Much Ado about Nothing","Comedy","    suddenly died. Master Constable, let these men be bound and"
"Much Ado about Nothing","Comedy","    brought to Leonato's. I will go before and show him their"
"Much Ado about Nothing","Comedy","    examination.                                         [Exit.]"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Come, let them be opinion'd."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Verg. Let them be in the hands--"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Con. Off, coxcomb!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. God's my life, where's the sexton? Let him write down the"
"Much Ado about Nothing","Comedy","    Prince's officer coxcomb. Come, bind them.--Thou naughty varlet!"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Con. Away! you are an ass, you are an ass."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Dog. Dost thou not suspect my place? Dost thou not suspect my"
"Much Ado about Nothing","Comedy","    years? O that he were here to write me down an ass! But, masters,"
"Much Ado about Nothing","Comedy","    remember that I am an ass. Though it be not written down, yet"
"Much Ado about Nothing","Comedy","    forget not that I am an ass. No, thou villain, thou art full of"
"Much Ado about Nothing","Comedy","    piety, as shall be prov'd upon thee by good witness. I am a wise"
"Much Ado about Nothing","Comedy","    fellow; and which is more, an officer; and which is more, a"
"Much Ado about Nothing","Comedy","    householder; and which is more, as pretty a piece of flesh as any"
"Much Ado about Nothing","Comedy","    is in Messina, and one that knows the law, go to! and a rich"
"Much Ado about Nothing","Comedy","    fellow enough, go to! and a fellow that hath had losses; and one"
"Much Ado about Nothing","Comedy","    that hath two gowns and everything handsome about him. Bring him"
"Much Ado about Nothing","Comedy","    away. O that I had been writ down an ass!"
"Much Ado about Nothing","Comedy","                                                         Exeunt."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","<<THIS ELECTRONIC VERSION OF THE COMPLETE WORKS OF WILLIAM"
"Much Ado about Nothing","Comedy","SHAKESPEARE IS COPYRIGHT 1990-1993 BY WORLD LIBRARY, INC., AND IS"
"Much Ado about Nothing","Comedy","PROVIDED BY PROJECT GUTENBERG ETEXT OF CARNEGIE MELLON UNIVERSITY"
"Much Ado about Nothing","Comedy","WITH PERMISSION.  ELECTRONIC AND MACHINE READABLE COPIES MAY BE"
"Much Ado about Nothing","Comedy","DISTRIBUTED SO LONG AS SUCH COPIES (1) ARE FOR YOUR OR OTHERS"
"Much Ado about Nothing","Comedy","PERSONAL USE ONLY, AND (2) ARE NOT DISTRIBUTED OR USED"
"Much Ado about Nothing","Comedy","COMMERCIALLY.  PROHIBITED COMMERCIAL DISTRIBUTION INCLUDES BY ANY"
"Much Ado about Nothing","Comedy","SERVICE THAT CHARGES FOR DOWNLOAD TIME OR FOR MEMBERSHIP.>>"
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","ACT V. Scene I."
"Much Ado about Nothing","Comedy","The street, near Leonato's house."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","Enter Leonato and his brother [ Antonio]."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Ant. If you go on thus, you will kill yourself,"
"Much Ado about Nothing","Comedy","    And 'tis not wisdom thus to second grief"
"Much Ado about Nothing","Comedy","    Against yourself."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Leon. I pray thee cease thy counsel,"
"Much Ado about Nothing","Comedy","    Which falls into mine ears as profitless"
"Much Ado about Nothing","Comedy","    As water in a sieve. Give not me counsel,"
"Much Ado about Nothing","Comedy","    Nor let no comforter delight mine ear"
"Much Ado about Nothing","Comedy","    But such a one whose wrongs do suit with mine."
"Much Ado about Nothing","Comedy","    Bring me a father that so lov'd his child,"
"Much Ado about Nothing","Comedy","    Whose joy of her is overwhelm'd like mine,"
"Much Ado about Nothing","Comedy","    And bid him speak to me of patience."
"Much Ado about Nothing","Comedy","    Measure his woe the length and breadth of mine,"
"Much Ado about Nothing","Comedy","    And let it answer every strain for strain,"
"Much Ado about Nothing","Comedy","    As thus for thus, and such a grief for such,"
"Much Ado about Nothing","Comedy","    In every lineament, branch, shape, and form."
"Much Ado about Nothing","Comedy","    If such a one will smile and stroke his beard,"
"Much Ado about Nothing","Comedy","    Bid sorrow wag, cry 'hem' when he should groan,"
"Much Ado about Nothing","Comedy","    Patch grief with proverbs, make misfortune drunk"
"Much Ado about Nothing","Comedy","    With candle-wasters--bring him yet to me,"
"Much Ado about Nothing","Comedy","    And I of him will gather patience."
"Much Ado about Nothing","Comedy","    But there is no such man; for, brother, men"
"Much Ado about Nothing","Comedy","    Can counsel and speak comfort to that grief"
"Much Ado about Nothing","Comedy","    Which they themselves not feel; but, tasting it,"
"Much Ado about Nothing","Comedy","    Their counsel turns to passion, which before"
"Much Ado about Nothing","Comedy","    Would give preceptial medicine to rage,"
"Much Ado about Nothing","Comedy","    Fetter strong madness in a silken thread,"
"Much Ado about Nothing","Comedy","    Charm ache with air and agony with words."
"Much Ado about Nothing","Comedy","    No, no! 'Tis all men's office to speak patience"
"Much Ado about Nothing","Comedy","    To those that wring under the load of sorrow,"
"Much Ado about Nothing","Comedy","    But no man's virtue nor sufficiency"
"Much Ado about Nothing","Comedy","    To be so moral when he shall endure"
"Much Ado about Nothing","Comedy","    The like himself. Therefore give me no counsel."
"Much Ado about Nothing","Comedy","    My griefs cry louder than advertisement."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Ant. Therein do men from children nothing differ."
"Much Ado about Nothing","Comedy",""
"Much Ado about Nothing","Comedy","  Leon. I pray thee peace. I will be flesh and blood;"
"Much Ado about Nothing","Comedy","    For there was never yet philosopher"
"Much Ado about Nothing","Comedy","    That could endure the toothache patiently,"
"Much Ado about Nothing","Comedy","    However they have writ the style of gods"
"Much Ado about Nothing","Comedy","    And made a push at chance and sufferance."
"Much Ado about Nothing","Comedy",""
