"title","type","text"
"A Midsummer Night's Dream","Comedy","this wood, I have enough to serve mine own turn."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","TITANIA"
"A Midsummer Night's Dream","Comedy","Out of this wood do not desire to go;"
"A Midsummer Night's Dream","Comedy","Thou shalt remain here whether thou wilt or no."
"A Midsummer Night's Dream","Comedy","I am a spirit of no common rate,--"
"A Midsummer Night's Dream","Comedy","The summer still doth tend upon my state;"
"A Midsummer Night's Dream","Comedy","And I do love thee: therefore, go with me,"
"A Midsummer Night's Dream","Comedy","I'll give thee fairies to attend on thee;"
"A Midsummer Night's Dream","Comedy","And they shall fetch thee jewels from the deep,"
"A Midsummer Night's Dream","Comedy","And sing, while thou on pressed flowers dost sleep:"
"A Midsummer Night's Dream","Comedy","And I will purge thy mortal grossness so"
"A Midsummer Night's Dream","Comedy","That thou shalt like an airy spirit go.--"
"A Midsummer Night's Dream","Comedy","Peasblossom! Cobweb! Moth! and Mustardseed!"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Enter Four Fairies.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","FIRST FAIRY"
"A Midsummer Night's Dream","Comedy","Ready."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","SECOND FAIRY"
"A Midsummer Night's Dream","Comedy","     And I."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","THIRD FAIRY"
"A Midsummer Night's Dream","Comedy","          And I."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","FOURTH FAIRY"
"A Midsummer Night's Dream","Comedy","               Where shall we go?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","TITANIA"
"A Midsummer Night's Dream","Comedy","Be kind and courteous to this gentleman;"
"A Midsummer Night's Dream","Comedy","Hop in his walks and gambol in his eyes;"
"A Midsummer Night's Dream","Comedy","Feed him with apricocks and dewberries,"
"A Midsummer Night's Dream","Comedy","With purple grapes, green figs, and mulberries;"
"A Midsummer Night's Dream","Comedy","The honey bags steal from the humble-bees,"
"A Midsummer Night's Dream","Comedy","And, for night-tapers, crop their waxen thighs,"
"A Midsummer Night's Dream","Comedy","And light them at the fiery glow-worm's eyes,"
"A Midsummer Night's Dream","Comedy","To have my love to bed and to arise;"
"A Midsummer Night's Dream","Comedy","And pluck the wings from painted butterflies,"
"A Midsummer Night's Dream","Comedy","To fan the moonbeams from his sleeping eyes:"
"A Midsummer Night's Dream","Comedy","Nod to him, elves, and do him courtesies."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","FIRST FAIRY"
"A Midsummer Night's Dream","Comedy","Hail, mortal!"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","SECOND FAIRY"
"A Midsummer Night's Dream","Comedy","Hail!"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","THIRD FAIRY"
"A Midsummer Night's Dream","Comedy","Hail!"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","FOURTH FAIRY"
"A Midsummer Night's Dream","Comedy","Hail!"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","BOTTOM"
"A Midsummer Night's Dream","Comedy","I cry your worships mercy, heartily.--I beseech your"
"A Midsummer Night's Dream","Comedy","worship's name."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","COBWEB"
"A Midsummer Night's Dream","Comedy","Cobweb."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","BOTTOM"
"A Midsummer Night's Dream","Comedy","I shall desire you of more acquaintance, good Master Cobweb. If I"
"A Midsummer Night's Dream","Comedy","cut my finger, I shall make bold with you.--Your name, honest"
"A Midsummer Night's Dream","Comedy","gentleman?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PEASBLOSSOM"
"A Midsummer Night's Dream","Comedy","Peasblossom."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","BOTTOM"
"A Midsummer Night's Dream","Comedy","I pray you, commend me to Mistress Squash, your mother, and"
"A Midsummer Night's Dream","Comedy","to Master Peascod, your father. Good Master Peasblossom, I"
"A Midsummer Night's Dream","Comedy","shall desire you of more acquaintance too.--Your name, I beseech"
"A Midsummer Night's Dream","Comedy","you, sir?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","MUSTARDSEED"
"A Midsummer Night's Dream","Comedy","Mustardseed."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","BOTTOM"
"A Midsummer Night's Dream","Comedy","Good Master Mustardseed, I know your patience well:"
"A Midsummer Night's Dream","Comedy","That same cowardly giant-like ox-beef hath devoured many a"
"A Midsummer Night's Dream","Comedy","gentleman of your house: I promise you your kindred hath made my"
"A Midsummer Night's Dream","Comedy","eyes water ere now. I desire you of more acquaintance, good"
"A Midsummer Night's Dream","Comedy","Master Mustardseed."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","TITANIA"
"A Midsummer Night's Dream","Comedy","  Come, wait upon him; lead him to my bower."
"A Midsummer Night's Dream","Comedy","  The moon, methinks, looks with a watery eye;"
"A Midsummer Night's Dream","Comedy","And when she weeps, weeps every little flower;"
"A Midsummer Night's Dream","Comedy","  Lamenting some enforc&egrave;d chastity."
"A Midsummer Night's Dream","Comedy","  Tie up my love's tongue, bring him silently."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Exeunt.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","SCENE II. Another part of the wood."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Enter OBERON.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","OBERON"
"A Midsummer Night's Dream","Comedy","I wonder if Titania be awak'd;"
"A Midsummer Night's Dream","Comedy","Then, what it was that next came in her eye,"
"A Midsummer Night's Dream","Comedy","Which she must dote on in extremity."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Enter PUCK.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","Here comes my messenger.--How now, mad spirit?"
"A Midsummer Night's Dream","Comedy","What night-rule now about this haunted grove?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PUCK"
"A Midsummer Night's Dream","Comedy","My mistress with a monster is in love."
"A Midsummer Night's Dream","Comedy","Near to her close and consecrated bower,"
"A Midsummer Night's Dream","Comedy","While she was in her dull and sleeping hour,"
"A Midsummer Night's Dream","Comedy","A crew of patches, rude mechanicals,"
"A Midsummer Night's Dream","Comedy","That work for bread upon Athenian stalls,"
"A Midsummer Night's Dream","Comedy","Were met together to rehearse a play"
"A Midsummer Night's Dream","Comedy","Intended for great Theseus' nuptial day."
"A Midsummer Night's Dream","Comedy","The shallowest thickskin of that barren sort"
"A Midsummer Night's Dream","Comedy","Who Pyramus presented in their sport,"
"A Midsummer Night's Dream","Comedy","Forsook his scene and enter'd in a brake;"
"A Midsummer Night's Dream","Comedy","When I did him at this advantage take,"
"A Midsummer Night's Dream","Comedy","An ass's nowl I fix&egrave;d on his head;"
"A Midsummer Night's Dream","Comedy","Anon, his Thisbe must be answered,"
"A Midsummer Night's Dream","Comedy","And forth my mimic comes. When they him spy,"
"A Midsummer Night's Dream","Comedy","As wild geese that the creeping fowler eye,"
"A Midsummer Night's Dream","Comedy","Or russet-pated choughs, many in sort,"
"A Midsummer Night's Dream","Comedy","Rising and cawing at the gun's report,"
"A Midsummer Night's Dream","Comedy","Sever themselves and madly sweep the sky,"
"A Midsummer Night's Dream","Comedy","So at his sight away his fellows fly:"
"A Midsummer Night's Dream","Comedy","And at our stamp here, o'er and o'er one falls;"
"A Midsummer Night's Dream","Comedy","He murder cries, and help from Athens calls."
"A Midsummer Night's Dream","Comedy","Their sense thus weak, lost with their fears, thus strong,"
"A Midsummer Night's Dream","Comedy","Made senseless things begin to do them wrong;"
"A Midsummer Night's Dream","Comedy","For briers and thorns at their apparel snatch;"
"A Midsummer Night's Dream","Comedy","Some sleeves, some hats: from yielders all things catch."
"A Midsummer Night's Dream","Comedy","I led them on in this distracted fear,"
"A Midsummer Night's Dream","Comedy","And left sweet Pyramus translated there:"
"A Midsummer Night's Dream","Comedy","When in that moment,--so it came to pass,--"
"A Midsummer Night's Dream","Comedy","Titania wak'd, and straightway lov'd an ass."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","OBERON"
"A Midsummer Night's Dream","Comedy","This falls out better than I could devise."
"A Midsummer Night's Dream","Comedy","But hast thou yet latch'd the Athenian's eyes"
"A Midsummer Night's Dream","Comedy","With the love-juice, as I did bid thee do?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PUCK"
"A Midsummer Night's Dream","Comedy","I took him sleeping,--that is finish'd too,--"
"A Midsummer Night's Dream","Comedy","And the Athenian woman by his side;"
"A Midsummer Night's Dream","Comedy","That, when he wak'd, of force she must be ey'd."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Enter DEMETRIUS and HERMIA.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","OBERON"
"A Midsummer Night's Dream","Comedy","Stand close; this is the same Athenian."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PUCK"
"A Midsummer Night's Dream","Comedy","This is the woman, but not this the man."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","O, why rebuke you him that loves you so?"
"A Midsummer Night's Dream","Comedy","Lay breath so bitter on your bitter foe."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","Now I but chide, but I should use thee worse;"
"A Midsummer Night's Dream","Comedy","For thou, I fear, hast given me cause to curse."
"A Midsummer Night's Dream","Comedy","If thou hast slain Lysander in his sleep,"
"A Midsummer Night's Dream","Comedy","Being o'er shoes in blood, plunge in the deep,"
"A Midsummer Night's Dream","Comedy","And kill me too."
"A Midsummer Night's Dream","Comedy","The sun was not so true unto the day"
"A Midsummer Night's Dream","Comedy","As he to me: would he have stol'n away"
"A Midsummer Night's Dream","Comedy","From sleeping Hermia? I'll believe as soon"
"A Midsummer Night's Dream","Comedy","This whole earth may be bor'd; and that the moon"
"A Midsummer Night's Dream","Comedy","May through the centre creep and so displease"
"A Midsummer Night's Dream","Comedy","Her brother's noontide with the antipodes."
"A Midsummer Night's Dream","Comedy","It cannot be but thou hast murder'd him;"
"A Midsummer Night's Dream","Comedy","So should a murderer look; so dead, so grim."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","So should the murder'd look; and so should I,"
"A Midsummer Night's Dream","Comedy","Pierc'd through the heart with your stern cruelty:"
"A Midsummer Night's Dream","Comedy","Yet you, the murderer, look as bright, as clear,"
"A Midsummer Night's Dream","Comedy","As yonder Venus in her glimmering sphere."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","What's this to my Lysander? where is he?"
"A Midsummer Night's Dream","Comedy","Ah, good Demetrius, wilt thou give him me?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","I had rather give his carcass to my hounds."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","Out, dog! out, cur! thou driv'st me past the bounds"
"A Midsummer Night's Dream","Comedy","Of maiden's patience. Hast thou slain him, then?"
"A Midsummer Night's Dream","Comedy","Henceforth be never number'd among men!"
"A Midsummer Night's Dream","Comedy","Oh! once tell true; tell true, even for my sake;"
"A Midsummer Night's Dream","Comedy","Durst thou have look'd upon him, being awake,"
"A Midsummer Night's Dream","Comedy","And hast thou kill'd him sleeping? O brave touch!"
"A Midsummer Night's Dream","Comedy","Could not a worm, an adder, do so much?"
"A Midsummer Night's Dream","Comedy","An adder did it; for with doubler tongue"
"A Midsummer Night's Dream","Comedy","Than thine, thou serpent, never adder stung."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","You spend your passion on a mispris'd mood:"
"A Midsummer Night's Dream","Comedy","I am not guilty of Lysander's blood;"
"A Midsummer Night's Dream","Comedy","Nor is he dead, for aught that I can tell."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","I pray thee, tell me, then, that he is well."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","An if I could, what should I get therefore?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","A privilege never to see me more.--"
"A Midsummer Night's Dream","Comedy","And from thy hated presence part I so:"
"A Midsummer Night's Dream","Comedy","See me no more whether he be dead or no."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Exit.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","There is no following her in this fierce vein:"
"A Midsummer Night's Dream","Comedy","Here, therefore, for a while I will remain."
"A Midsummer Night's Dream","Comedy","So sorrow's heaviness doth heavier grow"
"A Midsummer Night's Dream","Comedy","For debt that bankrupt sleep doth sorrow owe;"
"A Midsummer Night's Dream","Comedy","Which now in some slight measure it will pay,"
"A Midsummer Night's Dream","Comedy","If for his tender here I make some stay."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Lies down.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","OBERON"
"A Midsummer Night's Dream","Comedy","What hast thou done? thou hast mistaken quite,"
"A Midsummer Night's Dream","Comedy","And laid the love-juice on some true-love's sight:"
"A Midsummer Night's Dream","Comedy","Of thy misprision must perforce ensue"
"A Midsummer Night's Dream","Comedy","Some true love turn'd, and not a false turn'd true."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PUCK"
"A Midsummer Night's Dream","Comedy","Then fate o'er-rules, that, one man holding troth,"
"A Midsummer Night's Dream","Comedy","A million fail, confounding oath on oath."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","OBERON"
"A Midsummer Night's Dream","Comedy","About the wood go, swifter than the wind,"
"A Midsummer Night's Dream","Comedy","And Helena of Athens look thou find:"
"A Midsummer Night's Dream","Comedy","All fancy-sick she is, and pale of cheer,"
"A Midsummer Night's Dream","Comedy","With sighs of love, that costs the fresh blood dear."
"A Midsummer Night's Dream","Comedy","By some illusion see thou bring her here;"
"A Midsummer Night's Dream","Comedy","I'll charm his eyes against she do appear."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PUCK"
"A Midsummer Night's Dream","Comedy","I go, I go; look how I go,--"
"A Midsummer Night's Dream","Comedy","Swifter than arrow from the Tartar's bow."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Exit.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","OBERON"
"A Midsummer Night's Dream","Comedy","  Flower of this purple dye,"
"A Midsummer Night's Dream","Comedy","  Hit with Cupid's archery,"
"A Midsummer Night's Dream","Comedy","  Sink in apple of his eye!"
"A Midsummer Night's Dream","Comedy","  When his love he doth espy,"
"A Midsummer Night's Dream","Comedy","  Let her shine as gloriously"
"A Midsummer Night's Dream","Comedy","  As the Venus of the sky.--"
"A Midsummer Night's Dream","Comedy","  When thou wak'st, if she be by,"
"A Midsummer Night's Dream","Comedy","  Beg of her for remedy."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Re-enter PUCK.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PUCK"
"A Midsummer Night's Dream","Comedy","  Captain of our fairy band,"
"A Midsummer Night's Dream","Comedy","  Helena is here at hand,"
"A Midsummer Night's Dream","Comedy","  And the youth mistook by me"
"A Midsummer Night's Dream","Comedy","  Pleading for a lover's fee;"
"A Midsummer Night's Dream","Comedy","  Shall we their fond pageant see?"
"A Midsummer Night's Dream","Comedy","  Lord, what fools these mortals be!"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","OBERON"
"A Midsummer Night's Dream","Comedy","  Stand aside: the noise they make"
"A Midsummer Night's Dream","Comedy","  Will cause Demetrius to awake."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","PUCK"
"A Midsummer Night's Dream","Comedy","  Then will two at once woo one,--"
"A Midsummer Night's Dream","Comedy","  That must needs be sport alone;"
"A Midsummer Night's Dream","Comedy","  And those things do best please me"
"A Midsummer Night's Dream","Comedy","  That befall preposterously."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Enter LYSANDER and HELENA.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","LYSANDER"
"A Midsummer Night's Dream","Comedy","Why should you think that I should woo in scorn?"
"A Midsummer Night's Dream","Comedy","  Scorn and derision never come in tears."
"A Midsummer Night's Dream","Comedy","Look when I vow, I weep; and vows so born,"
"A Midsummer Night's Dream","Comedy","  In their nativity all truth appears."
"A Midsummer Night's Dream","Comedy","How can these things in me seem scorn to you,"
"A Midsummer Night's Dream","Comedy","Bearing the badge of faith, to prove them true?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HELENA"
"A Midsummer Night's Dream","Comedy","You do advance your cunning more and more."
"A Midsummer Night's Dream","Comedy","  When truth kills truth, O devilish-holy fray!"
"A Midsummer Night's Dream","Comedy","These vows are Hermia's: will you give her o'er?"
"A Midsummer Night's Dream","Comedy","  Weigh oath with oath, and you will nothing weigh:"
"A Midsummer Night's Dream","Comedy","Your vows to her and me, put in two scales,"
"A Midsummer Night's Dream","Comedy","Will even weigh; and both as light as tales."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","LYSANDER"
"A Midsummer Night's Dream","Comedy","I had no judgment when to her I swore."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HELENA"
"A Midsummer Night's Dream","Comedy","Nor none, in my mind, now you give her o'er."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","LYSANDER"
"A Midsummer Night's Dream","Comedy","Demetrius loves her, and he loves not you."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","[Awaking.]"
"A Midsummer Night's Dream","Comedy","O Helen, goddess, nymph, perfect, divine!"
"A Midsummer Night's Dream","Comedy","To what, my love, shall I compare thine eyne?"
"A Midsummer Night's Dream","Comedy","Crystal is muddy. O, how ripe in show"
"A Midsummer Night's Dream","Comedy","Thy lips, those kissing cherries, tempting grow!"
"A Midsummer Night's Dream","Comedy","That pure congealed white, high Taurus' snow,"
"A Midsummer Night's Dream","Comedy","Fann'd with the eastern wind, turns to a crow"
"A Midsummer Night's Dream","Comedy","When thou hold'st up thy hand: O, let me kiss"
"A Midsummer Night's Dream","Comedy","This princess of pure white, this seal of bliss!"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HELENA"
"A Midsummer Night's Dream","Comedy","O spite! O hell! I see you all are bent"
"A Midsummer Night's Dream","Comedy","To set against me for your merriment."
"A Midsummer Night's Dream","Comedy","If you were civil, and knew courtesy,"
"A Midsummer Night's Dream","Comedy","You would not do me thus much injury."
"A Midsummer Night's Dream","Comedy","Can you not hate me, as I know you do,"
"A Midsummer Night's Dream","Comedy","But you must join in souls to mock me too?"
"A Midsummer Night's Dream","Comedy","If you were men, as men you are in show,"
"A Midsummer Night's Dream","Comedy","You would not use a gentle lady so;"
"A Midsummer Night's Dream","Comedy","To vow, and swear, and superpraise my parts,"
"A Midsummer Night's Dream","Comedy","When I am sure you hate me with your hearts."
"A Midsummer Night's Dream","Comedy","You both are rivals, and love Hermia;"
"A Midsummer Night's Dream","Comedy","And now both rivals, to mock Helena:"
"A Midsummer Night's Dream","Comedy","A trim exploit, a manly enterprise,"
"A Midsummer Night's Dream","Comedy","To conjure tears up in a poor maid's eyes"
"A Midsummer Night's Dream","Comedy","With your derision! None of noble sort"
"A Midsummer Night's Dream","Comedy","Would so offend a virgin, and extort"
"A Midsummer Night's Dream","Comedy","A poor soul's patience, all to make you sport."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","LYSANDER"
"A Midsummer Night's Dream","Comedy","You are unkind, Demetrius; be not so;"
"A Midsummer Night's Dream","Comedy","For you love Hermia: this you know I know:"
"A Midsummer Night's Dream","Comedy","And here, with all good will, with all my heart,"
"A Midsummer Night's Dream","Comedy","In Hermia's love I yield you up my part;"
"A Midsummer Night's Dream","Comedy","And yours of Helena to me bequeath,"
"A Midsummer Night's Dream","Comedy","Whom I do love and will do till my death."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HELENA"
"A Midsummer Night's Dream","Comedy","Never did mockers waste more idle breath."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","Lysander, keep thy Hermia; I will none:"
"A Midsummer Night's Dream","Comedy","If e'er I lov'd her, all that love is gone."
"A Midsummer Night's Dream","Comedy","My heart to her but as guest-wise sojourn'd;"
"A Midsummer Night's Dream","Comedy","And now to Helen is it home return'd,"
"A Midsummer Night's Dream","Comedy","There to remain."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","LYSANDER"
"A Midsummer Night's Dream","Comedy","                 Helen, it is not so."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","DEMETRIUS"
"A Midsummer Night's Dream","Comedy","Disparage not the faith thou dost not know,"
"A Midsummer Night's Dream","Comedy","Lest, to thy peril, thou aby it dear.--"
"A Midsummer Night's Dream","Comedy","Look where thy love comes; yonder is thy dear."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","[Enter HERMIA.]"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","Dark night, that from the eye his function takes,"
"A Midsummer Night's Dream","Comedy","The ear more quick of apprehension makes;"
"A Midsummer Night's Dream","Comedy","Wherein it doth impair the seeing sense,"
"A Midsummer Night's Dream","Comedy","It pays the hearing double recompense:--"
"A Midsummer Night's Dream","Comedy","Thou art not by mine eye, Lysander, found;"
"A Midsummer Night's Dream","Comedy","Mine ear, I thank it, brought me to thy sound."
"A Midsummer Night's Dream","Comedy","But why unkindly didst thou leave me so?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","LYSANDER"
"A Midsummer Night's Dream","Comedy","Why should he stay whom love doth press to go?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","What love could press Lysander from my side?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","LYSANDER"
"A Midsummer Night's Dream","Comedy","Lysander's love, that would not let him bide,--"
"A Midsummer Night's Dream","Comedy","Fair Helena,--who more engilds the night"
"A Midsummer Night's Dream","Comedy","Than all yon fiery oes and eyes of light."
"A Midsummer Night's Dream","Comedy","Why seek'st thou me? could not this make thee know"
"A Midsummer Night's Dream","Comedy","The hate I bare thee made me leave thee so?"
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","You speak not as you think; it cannot be."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HELENA"
"A Midsummer Night's Dream","Comedy","Lo, she is one of this confederacy!"
"A Midsummer Night's Dream","Comedy","Now I perceive they have conjoin'd all three"
"A Midsummer Night's Dream","Comedy","To fashion this false sport in spite of me."
"A Midsummer Night's Dream","Comedy","Injurious Hermia! most ungrateful maid!"
"A Midsummer Night's Dream","Comedy","Have you conspir'd, have you with these contriv'd,"
"A Midsummer Night's Dream","Comedy","To bait me with this foul derision?"
"A Midsummer Night's Dream","Comedy","Is all the counsel that we two have shar'd,"
"A Midsummer Night's Dream","Comedy","The sisters' vows, the hours that we have spent,"
"A Midsummer Night's Dream","Comedy","When we have chid the hasty-footed time"
"A Midsummer Night's Dream","Comedy","For parting us,--O, is all forgot?"
"A Midsummer Night's Dream","Comedy","All school-days' friendship, childhood innocence?"
"A Midsummer Night's Dream","Comedy","We, Hermia, like two artificial gods,"
"A Midsummer Night's Dream","Comedy","Have with our needles created both one flower,"
"A Midsummer Night's Dream","Comedy","Both on one sampler, sitting on one cushion,"
"A Midsummer Night's Dream","Comedy","Both warbling of one song, both in one key;"
"A Midsummer Night's Dream","Comedy","As if our hands, our sides, voices, and minds,"
"A Midsummer Night's Dream","Comedy","Had been incorporate. So we grew together,"
"A Midsummer Night's Dream","Comedy","Like to a double cherry, seeming parted;"
"A Midsummer Night's Dream","Comedy","But yet a union in partition,"
"A Midsummer Night's Dream","Comedy","Two lovely berries moulded on one stem:"
"A Midsummer Night's Dream","Comedy","So, with two seeming bodies, but one heart;"
"A Midsummer Night's Dream","Comedy","Two of the first, like coats in heraldry,"
"A Midsummer Night's Dream","Comedy","Due but to one, and crowned with one crest."
"A Midsummer Night's Dream","Comedy","And will you rent our ancient love asunder,"
"A Midsummer Night's Dream","Comedy","To join with men in scorning your poor friend?"
"A Midsummer Night's Dream","Comedy","It is not friendly, 'tis not maidenly:"
"A Midsummer Night's Dream","Comedy","Our sex, as well as I, may chide you for it,"
"A Midsummer Night's Dream","Comedy","Though I alone do feel the injury."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HERMIA"
"A Midsummer Night's Dream","Comedy","I am amazed at your passionate words:"
"A Midsummer Night's Dream","Comedy","I scorn you not; it seems that you scorn me."
"A Midsummer Night's Dream","Comedy",""
"A Midsummer Night's Dream","Comedy","HELENA"
"A Midsummer Night's Dream","Comedy","Have you not set Lysander, as in scorn,"
"A Midsummer Night's Dream","Comedy","To follow me, and praise my eyes and face?"
"A Midsummer Night's Dream","Comedy","And made your other love, Demetrius,--"
"A Midsummer Night's Dream","Comedy","Who even but now did spurn me with his foot,--"
"A Midsummer Night's Dream","Comedy","To call me goddess, nymph, divine, and rare,"
"A Midsummer Night's Dream","Comedy","Precious, celestial? Wherefore speaks he this"
"A Midsummer Night's Dream","Comedy","To her he hates? and wherefore doth Lysander"
"A Midsummer Night's Dream","Comedy","Deny your love, so rich within his soul,"
"A Midsummer Night's Dream","Comedy","And tender me, forsooth, affection,"
"A Midsummer Night's Dream","Comedy","But by your setting on, by your consent?"
"A Midsummer Night's Dream","Comedy","What though I be not so in grace as you,"
"A Midsummer Night's Dream","Comedy","So hung upon with love, so fortunate;"
